"filename","mis"
"__32_rmat_MIS_CPP_V_Topo_Push_IntType_Atomic_MergeDeterm_Block.cpp
","0.919124"
"__32_rmat_MIS_CPP_V_Topo_Pull_IntType_Atomic_CopyDeterm_Block.cpp
","0.156483"
"__32_rmat_MIS_CPP_V_Topo_Pull_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.142487"
"__32_rmat_MIS_CPP_V_Topo_Pull_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.222691"
"__32_rmat_MIS_CPP_V_Topo_Pull_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.135656"
"__32_rmat_MIS_CPP_V_Topo_Pull_IntType_Atomic_NonDeterm_Block.cpp
","0.355515"
"__32_rmat_MIS_CPP_V_Topo_Pull_IntType_Atomic_MergeDeterm_Block.cpp
","0.158168"
"__16_rmat_MIS_CPP_E_Data_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.014257"
"__16_rmat_MIS_CPP_E_Data_IntType_Atomic_NonDeterm_Block.cpp
","0.018448"
"__16_rmat_MIS_CPP_E_Data_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.011329"
"__16_rmat_MIS_CPP_E_Data_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.008633"
"__16_rmat_MIS_CPP_E_Data_IntType_Atomic_MergeDeterm_Block.cpp
","0.012507"
"__16_rmat_MIS_CPP_E_Data_IntType_Atomic_CopyDeterm_Block.cpp
","0.014425"
"__16_rmat_MIS_CPP_E_Topo_IntType_Atomic_CopyDeterm_Block.cpp
","0.046381"
"__16_rmat_MIS_CPP_E_Topo_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.022845"
"__16_rmat_MIS_CPP_E_Topo_IntType_Atomic_NonDeterm_Block.cpp
","0.049934"
"__16_rmat_MIS_CPP_E_Topo_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.015703"
"__16_rmat_MIS_CPP_E_Topo_IntType_Atomic_MergeDeterm_Block.cpp
","0.047865"
"__16_rmat_MIS_CPP_E_Topo_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.016055"
"__16_rmat_MIS_CPP_V_Data_Push_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.167495"
"__16_rmat_MIS_CPP_V_Data_Push_IntType_Atomic_MergeDeterm_Block.cpp
","0.184718"
"__16_rmat_MIS_CPP_V_Data_Push_IntType_Atomic_CopyDeterm_Block.cpp
","0.176358"
"__16_rmat_MIS_CPP_V_Data_Push_IntType_Atomic_NonDeterm_Block.cpp
","0.357714"
"__16_rmat_MIS_CPP_V_Data_Push_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.332626"
"__16_rmat_MIS_CPP_V_Data_Push_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.162505"
"__16_rmat_MIS_CPP_V_Data_Pull_IntType_Atomic_MergeDeterm_Block.cpp
","0.018105"
"__16_rmat_MIS_CPP_V_Data_Pull_IntType_Atomic_CopyDeterm_Block.cpp
","0.018409"
"__16_rmat_MIS_CPP_V_Data_Pull_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.019553"
"__16_rmat_MIS_CPP_V_Data_Pull_IntType_Atomic_NonDeterm_Block.cpp
","0.021887"
"__16_rmat_MIS_CPP_V_Data_Pull_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.022430"
"__16_rmat_MIS_CPP_V_Data_Pull_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.019816"
"__16_rmat_MIS_CPP_V_Topo_Push_IntType_Atomic_NonDeterm_Block.cpp
","0.883642"
"__16_rmat_MIS_CPP_V_Topo_Push_IntType_Atomic_MergeDeterm_Block.cpp
","0.524844"
"__16_rmat_MIS_CPP_V_Topo_Push_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.385537"
"__16_rmat_MIS_CPP_V_Topo_Push_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.362758"
"__16_rmat_MIS_CPP_V_Topo_Push_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.632698"
"__16_rmat_MIS_CPP_V_Topo_Push_IntType_Atomic_CopyDeterm_Block.cpp
","0.496092"
"__16_rmat_MIS_CPP_V_Topo_Pull_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.114479"
"__16_rmat_MIS_CPP_V_Topo_Pull_IntType_Atomic_CopyDeterm_Block.cpp
","0.075938"
"__16_rmat_MIS_CPP_V_Topo_Pull_IntType_Atomic_MergeDeterm_Block.cpp
","0.081948"
"__16_rmat_MIS_CPP_V_Topo_Pull_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.066877"
"__16_rmat_MIS_CPP_V_Topo_Pull_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.062048"
"__16_rmat_MIS_CPP_V_Topo_Pull_IntType_Atomic_NonDeterm_Block.cpp
","0.154369"
"__16_2d_MIS_CPP_E_Data_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.014657"
"__16_2d_MIS_CPP_E_Data_IntType_Atomic_NonDeterm_Block.cpp
","0.016471"
"__16_2d_MIS_CPP_E_Data_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.010884"
"__16_2d_MIS_CPP_E_Data_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.009401"
"__16_2d_MIS_CPP_E_Data_IntType_Atomic_MergeDeterm_Block.cpp
","0.010934"
"__16_2d_MIS_CPP_E_Data_IntType_Atomic_CopyDeterm_Block.cpp
","0.012124"
"__16_2d_MIS_CPP_E_Topo_IntType_Atomic_CopyDeterm_Block.cpp
","0.042817"
"__16_2d_MIS_CPP_E_Topo_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.028154"
"__16_2d_MIS_CPP_E_Topo_IntType_Atomic_NonDeterm_Block.cpp
","0.040429"
"__16_2d_MIS_CPP_E_Topo_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.025926"
"__16_2d_MIS_CPP_E_Topo_IntType_Atomic_MergeDeterm_Block.cpp
","0.041306"
"__16_2d_MIS_CPP_E_Topo_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.025586"
"__16_2d_MIS_CPP_V_Data_Push_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.042295"
"__16_2d_MIS_CPP_V_Data_Push_IntType_Atomic_MergeDeterm_Block.cpp
","0.045194"
"__16_2d_MIS_CPP_V_Data_Push_IntType_Atomic_CopyDeterm_Block.cpp
","0.043804"
"__16_2d_MIS_CPP_V_Data_Push_IntType_Atomic_NonDeterm_Block.cpp
","0.082761"
"__16_2d_MIS_CPP_V_Data_Push_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.079052"
"__16_2d_MIS_CPP_V_Data_Push_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.043981"
"__16_2d_MIS_CPP_V_Data_Pull_IntType_Atomic_MergeDeterm_Block.cpp
","0.017573"
"__16_2d_MIS_CPP_V_Data_Pull_IntType_Atomic_CopyDeterm_Block.cpp
","0.017603"
"__16_2d_MIS_CPP_V_Data_Pull_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.017103"
"__16_2d_MIS_CPP_V_Data_Pull_IntType_Atomic_NonDeterm_Block.cpp
","0.017183"
"__16_2d_MIS_CPP_V_Data_Pull_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.018542"
"__16_2d_MIS_CPP_V_Data_Pull_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.017274"
"__16_2d_MIS_CPP_V_Topo_Push_IntType_Atomic_NonDeterm_Block.cpp
","0.381570"
"__16_2d_MIS_CPP_V_Topo_Push_IntType_Atomic_MergeDeterm_Block.cpp
","0.261561"
"__16_2d_MIS_CPP_V_Topo_Push_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.183443"
"__16_2d_MIS_CPP_V_Topo_Push_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.184124"
"__16_2d_MIS_CPP_V_Topo_Push_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.262841"
"__16_2d_MIS_CPP_V_Topo_Push_IntType_Atomic_CopyDeterm_Block.cpp
","0.265421"
"__16_2d_MIS_CPP_V_Topo_Pull_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.176274"
"__16_2d_MIS_CPP_V_Topo_Pull_IntType_Atomic_CopyDeterm_Block.cpp
","0.149942"
"__16_2d_MIS_CPP_V_Topo_Pull_IntType_Atomic_MergeDeterm_Block.cpp
","0.147299"
"__16_2d_MIS_CPP_V_Topo_Pull_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.098041"
"__16_2d_MIS_CPP_V_Topo_Pull_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.100646"
"__16_2d_MIS_CPP_V_Topo_Pull_IntType_Atomic_NonDeterm_Block.cpp
","0.289239"
"__16_co_MIS_CPP_E_Data_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.021095"
