"filename","bfs"
"16_rmat_BFS_CUDA_V_Topo_Push_NonDeterm_IntType_ReadWrite_NonPersist_CudaAtomic_Warp_NoBoundsBug2_NoBoundsBug1.cu
","0.002756"
"16_rmat_BFS_CUDA_V_Topo_Push_Determ_IntType_ReadWrite_Persist_CudaAtomic_Block_NoBoundsBug2_NoFieldBug.cu
","0.000313"
"16_rmat_BFS_CUDA_V_Topo_Push_Determ_IntType_ReadWrite_NonPersist_Atomic_Thread_NoBoundsBug2_NoBoundsBug1.cu
","3.971986"
"16_rmat_BFS_CUDA_V_Topo_Push_NonDeterm_IntType_ReadModifyWrite_Persist_Atomic_Thread_NoBoundsBug2_NoFieldBug.cu
","0.234045"
"16_rmat_BFS_CUDA_V_Topo_Push_NonDeterm_IntType_ReadWrite_Persist_Atomic_Thread_NoBoundsBug2_NoFieldBug.cu
","0.508332"
"16_rmat_BFS_CUDA_V_Topo_Push_NonDeterm_IntType_ReadWrite_NonPersist_CudaAtomic_Thread_NoBoundsBug2_NoBoundsBug1.cu
","0.001137"
"16_rmat_BFS_CUDA_V_Topo_Push_Determ_IntType_ReadModifyWrite_Persist_CudaAtomic_Warp_NoBoundsBug2_NoFieldBug.cu
","0.004249"
"16_rmat_BFS_CUDA_V_Topo_Push_Determ_IntType_ReadWrite_NonPersist_Atomic_Block_NoBoundsBug2_NoBoundsBug1.cu
","0.271547"
"16_rmat_BFS_CUDA_V_Topo_Push_NonDeterm_IntType_ReadModifyWrite_NonPersist_Atomic_Block_NoBoundsBug2_NoBoundsBug1.cu
","0.259230"
"16_rmat_BFS_CUDA_V_Topo_Push_NonDeterm_IntType_ReadModifyWrite_NonPersist_Atomic_Warp_NoBoundsBug2_NoBoundsBug1.cu
","0.292269"
"16_rmat_BFS_CUDA_V_Topo_Push_Determ_IntType_ReadModifyWrite_Persist_CudaAtomic_Thread_NoBoundsBug2_NoFieldBug.cu
","0.009765"
"16_rmat_BFS_CUDA_V_Topo_Push_NonDeterm_IntType_ReadWrite_Persist_Atomic_Block_NoBoundsBug2_NoFieldBug.cu
","0.347258"
"16_rmat_BFS_CUDA_V_Topo_Push_Determ_IntType_ReadModifyWrite_NonPersist_Atomic_Thread_NoBoundsBug2_NoBoundsBug1.cu
","1.815786"
"16_rmat_BFS_CUDA_V_Topo_Push_NonDeterm_IntType_ReadWrite_Persist_Atomic_Warp_NoBoundsBug2_NoFieldBug.cu
","0.843545"
"16_rmat_BFS_CUDA_V_Topo_Push_Determ_IntType_ReadModifyWrite_NonPersist_CudaAtomic_Block_NoBoundsBug2_NoBoundsBug1.cu
","0.000314"
"16_rmat_BFS_CUDA_V_Topo_Push_NonDeterm_IntType_ReadWrite_NonPersist_Atomic_Block_NoBoundsBug2_NoBoundsBug1.cu
","0.372791"
"16_rmat_BFS_CUDA_V_Topo_Push_NonDeterm_IntType_ReadWrite_NonPersist_CudaAtomic_Block_NoBoundsBug2_NoBoundsBug1.cu
","0.000512"
"16_rmat_BFS_CUDA_V_Topo_Push_NonDeterm_IntType_ReadWrite_Persist_CudaAtomic_Block_NoBoundsBug2_NoFieldBug.cu
","0.000448"
"16_rmat_BFS_CUDA_V_Topo_Push_Determ_IntType_ReadWrite_NonPersist_CudaAtomic_Thread_NoBoundsBug2_NoBoundsBug1.cu
","0.004542"
"16_rmat_BFS_CUDA_V_Topo_Pull_Determ_IntType_ReadWrite_Persist_Atomic_Warp_NoBoundsBug2_NoFieldBug.cu
","0.365334"
